0.0264012348071,1
0.0264012348071,2
0.0378448999625,3
0.0229423541416,4
0.0228906885729,5
0.0185170690123,6
0.0194839901319,7
0.0152094392994,8
0.0143444285142,9
0.0108854186849,10
0.0113429172963,11
0.00885082858656,12
0.00859624649643,13
0.00661241781945,14
0.00600160163263,15
0.00534079900802,16
0.00457705273763,17
0.0040180312835,18
0.00340760258844,19
0.00294997481304,20
0.0021365004327,21
0.0021871326901,22
0.00122072822619,23
0.00152555508195,24
0.000966533627827,25
0.00076297128686,26
0.000406995518012,27
0.000305214347528,28
0.000355975768848,29
0.000254452926209,30
0.000152671755725,31
0.000152671755725,32
0.000101781170483,33
5.08905852417e-05,34
0.0,35
5.08905852417e-05,36
0.0,37
0.0,38
0.0,39
0.0,40
0.0,41
0.0,42
0.0,43
0.0,44
0.0,45
0.0,46
0.0,47
0.0,48
0.0,49
0.0,50
