0.0340172744225,1
0.0340172744225,2
0.0339152336061,3
0.0387812079146,4
0.0337879415726,5
0.0315969128768,6
0.0291761628509,7
0.0249717704341,8
0.0223987361442,9
0.0207158396353,10
0.0158743395835,11
0.0160022790842,12
0.0104979022066,13
0.011008365275,14
0.00644747746814,15
0.00713444007044,16
0.00397531855382,17
0.00443450222729,18
0.00224230809075,19
0.00249792810525,20
0.00140150730343,21
0.00119820263131,22
0.000433414482544,23
0.000484434890708,24
0.000203952139231,25
0.00015306122449,26
7.65306122449e-05,27
5.10204081633e-05,28
0.0,29
0.0,30
0.0,31
0.0,32
0.0,33
0.0,34
0.0,35
0.0,36
0.0,37
0.0,38
0.0,39
0.0,40
0.0,41
0.0,42
0.0,43
0.0,44
0.0,45
0.0,46
0.0,47
0.0,48
0.0,49
0.0,50
