116.0,110.0,-0.5979908,0.0,0.0193495,1.0,0.0,116.0,2.0,0.0,1.0,6.0,8.0,0.0264356,0.0193495,4.0,0.0360598,25.4228814,0.0090909,0.2677668,4.0
106.0,106.0,-0.9161504,0.0,0.0190476,1.0,0.0,106.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
199.0,129.0,-0.7245556,0.02734,0.0241037,1.0,1.0,171.0,4.0,0.0913187,1.0,3.0,4.0,0.0123241,0.0241037,3.0,0.025654,474.2911303,0.0077519,0.3971295,1.0
104.0,100.0,-0.8366817,0.00627,0.0210101,1.0,0.0,95.0,3.0,0.0600379,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
99.0,100.0,-0.9284138,0.0,0.02,1.0,0.0,99.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
107.0,104.0,-0.8357392,0.0,0.0199776,1.0,0.0,107.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
147.0,144.0,-0.8502493,0.0,0.0142774,1.0,0.0,147.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
108.0,106.0,-0.7947468,0.0,0.019407,1.0,0.0,108.0,2.0,0.0,1.0,8.0,10.0,0.0355467,0.019407,5.0,0.0005862,4.3014429,0.009434,0.2196652,2.0
102.0,103.0,-1.0,0.0,0.0194175,1.0,0.0,102.0,2.0,0.0,1.0,1.0,2.0,0.0097087,0.0194175,1.0,0.0,237.2035064,0.0097087,0.5072935,3.0
330.0,101.0,-0.4126197,0.30521,0.0653465,3.0,15.0,113.0,9.0,0.4542655,1.0,4.0,5.0,0.0151495,0.0653465,3.0,0.1219442,3578.1967002,0.009901,0.4085755,2.0
108.0,106.0,-0.7947468,0.0,0.019407,1.0,0.0,108.0,2.0,0.0,1.0,8.0,10.0,0.0355467,0.019407,5.0,0.0005862,4.3014429,0.009434,0.2196652,2.0
